https://data.cdc.gov/NCHS/Weekly-Counts-of-Deaths-by-State-and-Select-Causes/muzy-jte6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Georgia,2019,31,8/3/2019,1609,1489,32,370,42,66,24,91,34,38,20,363,80,0,0,,,,,,,,,,,,,,,
Georgia,2019,32,8/10/2019,1573,1418,27,329,30,79,19,85,38,49,23,339,70,0,0,,,,,,,,,,,,,,,
Georgia,2019,33,8/17/2019,1607,1452,28,349,33,80,17,74,38,30,25,358,84,0,0,,,,,,,,,,,,,,,
Georgia,2019,34,8/24/2019,1540,1399,39,341,34,73,20,85,23,34,24,343,67,0,0,,,,,,,,,,,,,,,
Georgia,2019,35,8/31/2019,1553,1421,25,349,40,88,16,62,28,30,19,344,85,0,0,,,,,,,,,,,,,,,
Georgia,2019,36,9/7/2019,1598,1465,27,340,39,78,15,90,31,42,26,347,90,0,0,,,,,,,,,,,,,,,
Georgia,2019,37,9/14/2019,1608,1465,31,339,41,92,24,87,39,30,23,352,73,0,0,,,,,,,,,,,,,,,
Georgia,2019,38,9/21/2019,1531,1370,25,322,38,78,20,84,37,44,19,318,70,0,0,,,,,,,,,,,,,,,
Georgia,2019,39,9/28/2019,1651,1489,28,356,53,77,19,84,45,39,32,342,84,0,0,,,,,,,,,,,,,,,
Georgia,2019,40,10/5/2019,1593,1444,27,343,44,103,23,70,36,35,32,337,91,0,0,,,,,,,,,,,,,,,
Georgia,2019,41,10/12/2019,1586,1454,23,352,41,67,23,90,29,45,17,340,88,0,0,,,,,,,,,,,,,,,
Georgia,2019,42,10/19/2019,1591,1457,39,369,43,79,15,72,32,32,17,358,84,0,0,,,,,,,,,,,,,,,
Georgia,2019,43,10/26/2019,1610,1492,37,332,39,64,21,87,40,36,18,377,92,0,0,,,,,,,,,,,,,,,
Georgia,2019,44,11/2/2019,1665,1521,32,347,47,74,13,87,20,32,27,372,106,0,0,,,,,,,,,,,,,,,
Georgia,2019,45,11/9/2019,1682,1539,45,349,41,80,18,88,36,46,20,375,99,0,0,,,,,,,,,,,,,,,
Georgia,2019,46,11/16/2019,1666,1542,29,338,45,82,30,98,29,32,19,373,75,0,0,,,,,,,,,,,,,,,
Georgia,2019,47,11/23/2019,1798,1664,30,388,56,89,24,80,42,39,29,437,96,0,0,,,,,,,,,,,,,,,
Georgia,2019,48,11/30/2019,1731,1613,35,344,48,86,30,94,44,42,24,391,104,0,0,,,,,,,,,,,,,,,
Georgia,2019,49,12/7/2019,1687,1541,45,309,64,81,14,95,35,39,30,388,87,0,0,,,,,,,,,,,,,,,
Georgia,2019,50,12/14/2019,1710,1586,30,345,53,94,39,103,38,44,31,374,86,0,0,,,,,,,,,,,,,,,
Georgia,2019,51,12/21/2019,1737,1608,30,351,52,87,33,101,40,42,30,380,98,0,0,,,,,,,,,,,,,,,
Georgia,2019,52,12/28/2019,1775,1645,41,343,51,104,42,104,58,40,27,420,98,0,0,,,,,,,,,,,,,,,
Georgia,2020,1,1/4/2020,1797,1650,41,337,61,83,61,99,44,41,24,399,93,0,0,,,,,,,,,,,,,,,
Georgia,2020,2,1/11/2020,1795,1656,40,341,43,109,44,118,51,41,20,396,74,0,0,,,,,,,,,,,,,,,
Georgia,2020,3,1/18/2020,1730,1603,38,318,53,94,38,106,40,46,32,386,93,0,0,,,,,,,,,,,,,,,
Georgia,2020,4,1/25/2020,1815,1685,35,367,51,98,54,115,40,52,24,393,76,0,0,,,,,,,,,,,,,,,
Georgia,2020,5,2/1/2020,1784,1664,29,356,54,75,35,106,39,47,26,410,99,0,0,,,,,,,,,,,,,,,
Georgia,2020,6,2/8/2020,1759,1610,29,350,56,81,46,95,31,39,23,411,103,0,0,,,,,,,,,,,,,,,
Georgia,2020,7,2/15/2020,1743,1593,37,323,50,85,34,98,46,48,28,411,89,0,0,,,,,,,,,,,,,,,
Georgia,2020,8,2/22/2020,1731,1588,36,334,47,90,49,106,41,37,24,396,86,0,0,,,,,,,,,,,,,,,
Georgia,2020,9,2/29/2020,1836,1693,36,388,60,80,29,100,56,43,26,395,92,0,0,,,,,,,,,,,,,,,
Georgia,2020,10,3/7/2020,1731,1575,42,325,41,82,37,78,34,37,27,426,97,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Georgia,2020,11,3/14/2020,1755,1612,29,324,51,87,39,102,45,27,46,385,89,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Georgia,2020,12,3/21/2020,1739,1602,35,377,47,68,40,98,42,44,14,360,88,37,35,,,,,,,,,,,,,,,
Georgia,2020,13,3/28/2020,1838,1712,37,370,52,80,41,96,56,45,34,363,116,93,89,,,,,,,,,,,,,,,
Georgia,2020,14,4/4/2020,1980,1826,39,360,50,107,40,108,49,36,24,354,95,198,190,,,,,,,,,,,,,,,
Georgia,2020,15,4/11/2020,1976,1838,43,323,56,110,43,104,40,35,30,400,84,207,194,,,,,,,,,,,,,,,
Georgia,2020,16,4/18/2020,1952,1836,31,306,56,102,40,84,35,62,28,403,106,245,226,,,,,,,,,,,,,,,
Georgia,2020,17,4/25/2020,1963,1833,36,331,55,129,28,91,41,28,44,363,99,233,207,,,,,,,,,,,,,,,
Georgia,2020,18,5/2/2020,1881,1783,38,317,39,101,28,99,41,34,30,377,80,256,234,,,,,,,,,,,,,,,
Georgia,2020,19,5/9/2020,1878,1749,34,324,56,106,33,83,50,37,42,371,73,197,174,,,,,,,,,,,,,,,
Georgia,2020,20,5/16/2020,1817,1711,33,360,55,102,22,93,38,36,27,359,85,181,158,,,,,,,,,,,,,,,
Georgia,2020,21,5/23/2020,1737,1630,30,333,37,101,21,78,43,39,38,366,90,132,122,,,,,,,,,,,,,,,
Georgia,2020,22,5/30/2020,1569,1473,26,282,48,87,17,94,42,36,26,318,86,125,105,,,,,,,,,,,,,,,
Georgia,2020,23,6/6/2020,1484,1395,26,301,29,79,20,69,39,35,29,303,69,98,82,,,,,,,,,,,,,,,
Georgia,2020,24,6/13/2020,1290,1211,16,270,29,60,23,70,22,35,31,266,66,70,62,,,,,,,,,,,,,,,
Georgia,2020,25,6/20/2020,937,896,23,197,19,57,13,52,26,23,14,214,42,44,37,,,,,,,,,,,,,,,
Georgia,2020,26,6/27/2020,399,383,,89,13,20,,23,,15,,90,17,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2019,1,1/5/2019,246,222,,46,,10,,,,,,53,17,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,2,1/12/2019,210,188,,37,,,13,12,,,,43,16,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,3,1/19/2019,259,242,,52,10,14,16,,,,,58,11,0,0,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,4,1/26/2019,228,210,,57,,,15,11,0,,0,55,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,
Hawaii,2019,5,2/2/2019,231,211,,50,,,13,,,,,41,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,6,2/9/2019,220,195,,48,,,,12,,,,57,17,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,7,2/16/2019,257,236,,50,11,10,15,12,,,,55,20,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,8,2/23/2019,236,211,,45,,12,13,,,,,54,16,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,9,3/2/2019,241,224,,41,,,13,10,0,,,58,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,10,3/9/2019,264,240,,45,,10,,,,,,52,18,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,11,3/16/2019,259,238,,50,,,17,,,,,63,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,12,3/23/2019,251,232,,39,,,17,12,,,,58,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,13,3/30/2019,231,215,,56,,12,,,,,,46,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,14,4/6/2019,251,220,,46,,13,15,10,,,,47,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,15,4/13/2019,216,199,,42,10,,,13,,,,46,19,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,16,4/20/2019,217,194,,45,,,,,,,,57,14,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,17,4/27/2019,221,211,,49,,,,,,,,52,14,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,18,5/4/2019,209,190,,37,,,,,,,,50,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,19,5/11/2019,246,232,,52,,,10,,,,,71,16,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,20,5/18/2019,233,213,,53,,,,,,,0,50,22,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Hawaii,2019,21,5/25/2019,239,225,0,63,,13,,,,,,59,17,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,22,6/1/2019,212,189,,52,,,,,,,,48,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,23,6/8/2019,217,196,,47,,10,,,,,,51,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,24,6/15/2019,241,226,,49,,14,10,,,,,52,20,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,25,6/22/2019,227,197,,49,,,,,,,,50,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,26,6/29/2019,221,204,,52,,11,,,,,,48,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,27,7/6/2019,203,180,0,34,,10,,10,,,,40,17,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,28,7/13/2019,246,225,,56,,,10,12,,,,47,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,29,7/20/2019,216,200,0,40,,10,,14,0,,,48,14,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,30,7/27/2019,236,215,,49,,,,,,,,60,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,31,8/3/2019,218,197,,41,,12,,,,,,44,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,32,8/10/2019,212,189,,48,,,,,,,,36,24,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,33,8/17/2019,209,190,,60,,,,,,,,44,14,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,34,8/24/2019,209,189,,42,,,,,,,,42,22,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,35,8/31/2019,207,186,,44,10,,,,0,,,44,17,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,36,9/7/2019,215,195,,55,,15,,,,,,56,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,37,9/14/2019,237,218,,59,,17,,,,,,42,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,38,9/21/2019,236,215,,45,,14,,,,,,58,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,39,9/28/2019,193,176,,48,,12,,,,,,39,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,40,10/5/2019,229,210,,54,,,,13,,,,37,18,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,41,10/12/2019,195,179,,31,,12,,,,,,48,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,42,10/19/2019,226,205,,47,,11,,,,,,49,20,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,43,10/26/2019,199,180,,50,,,,,,,,37,17,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,44,11/2/2019,205,187,,55,,,,,,,,50,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Hawaii,2019,45,11/9/2019,216,197,,59,10,,,,,,,43,17,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,46,11/16/2019,203,181,0,41,,,,,,,,49,14,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,47,11/23/2019,204,182,,48,,,,,0,,,40,17,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,48,11/30/2019,214,195,,56,,,,,,,,39,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,49,12/7/2019,214,187,,46,,,,,,,,33,16,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,50,12/14/2019,225,200,,41,,,,,,,,62,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,51,12/21/2019,233,209,,45,,12,,,,,,43,20,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2019,52,12/28/2019,256,233,,61,,,,,,10,,63,17,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Hawaii,2020,1,1/4/2020,240,220,,33,,,12,10,,,,66,18,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,2,1/11/2020,241,220,,40,,,,,,,,53,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,3,1/18/2020,214,199,,38,10,12,,,,,,44,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,4,1/25/2020,241,225,,41,10,12,,10,,,,58,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,5,2/1/2020,242,226,,41,,,,,,,,70,23,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,6,2/8/2020,234,216,,45,,,,,,,,57,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,7,2/15/2020,280,256,,54,13,,11,10,,,,58,14,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,8,2/22/2020,247,229,,43,,,,11,,,,70,16,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,9,2/29/2020,237,216,,48,,,,,,,,63,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,10,3/7/2020,239,219,,50,,12,,,,,,63,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,11,3/14/2020,243,229,,52,,18,,,,,,56,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,12,3/21/2020,212,191,,42,,11,,13,,,,40,14,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,13,3/28/2020,235,220,,62,,11,11,11,,,,53,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Hawaii,2020,14,4/4/2020,234,214,,46,,12,,10,,,,54,18,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,15,4/11/2020,221,219,,59,,12,,,,,,44,17,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,16,4/18/2020,211,195,0,52,,13,,,,,,38,26,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,17,4/25/2020,199,188,,52,,,,,,,,36,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,18,5/2/2020,221,205,,49,,13,,,,,12,40,12,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Hawaii,2020,19,5/9/2020,207,188,,46,,,,10,,,17,31,17,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Hawaii,2020,20,5/16/2020,229,219,,54,,10,,,,,17,32,22,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Hawaii,2020,21,5/23/2020,207,200,,35,,11,,12,,,22,46,18,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Hawaii,2020,22,5/30/2020,198,193,,51,,10,,,,,23,38,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
